Date,Employee_ID,Team,Tasks_Completed,Hours_Worked,Productivity_Score,Task_Type,Task_Priority,Overtime_Hours,Meeting_Hours
2022-08-04,E126,Team A,9,9.68676075550236,62.21,System Maintenance,Medium,0.28,1.97
2022-08-04,E127,Team D,10,8.248262800080234,63.73,System Maintenance,Medium,1.66,2.0
2022-08-05,E123,Team D,10,6.408908609731594,78.34,User Support,High,2.27,0.27
2022-08-05,E124,Team C,9,8.679484131432151,82.12,User Support,High,0.65,1.92
2022-08-05,E125,Team C,5,6.355508551881745,82.82,Security Patching,Medium,1.7,1.59
2022-08-05,E126,Team C,10,6.399404998023721,71.63,Deployment,Medium,0.74,2.73
2022-08-05,E127,Team D,6,9.794004816367064,83.95,Documentation,High,2.92,3.27
2022-08-06,E123,Team D,10,9.530916005902215,88.26,Code Review,High,0.97,3.73
2022-08-06,E124,Team A,10,6.914295859703828,60.04,System Maintenance,Low,0.74,3.69
2022-08-06,E125,Team D,3,9.41280071650101,85.25,Security Patching,Low,0.3,2.41
2022-08-06,E126,Team B,4,6.740000740704151,61.56,User Support,Medium,0.9,2.84
2022-08-06,E127,Team D,8,6.502474266441885,99.08,Database Optimization,High,1.29,0.76
2022-08-07,E123,Team C,4,9.948153974854637,93.16,System Maintenance,Low,2.49,2.94
2022-08-07,E124,Team D,3,6.192125899221935,98.67,Testing,Medium,2.32,0.43
2022-08-07,E125,Team B,4,9.597280075766172,67.11,Feature Development,Low,2.21,2.4
2022-08-07,E126,Team D,1,9.647939059739961,85.98,Security Patching,Medium,1.01,2.23
2022-08-07,E127,Team B,1,9.473128708776043,82.52,Documentation,Medium,2.95,2.15
2022-08-08,E123,Team C,3,9.298632546796263,66.58,System Maintenance,High,1.18,3.64
2022-08-08,E124,Team D,3,7.0268036202094555,76.53,Security Patching,Low,1.48,2.33
2022-08-08,E125,Team D,10,7.516238113351863,69.23,System Maintenance,High,1.14,0.88
2022-08-08,E126,Team C,2,9.407272612432799,77.36,System Maintenance,High,1.3,1.71
2022-08-08,E127,Team B,9,9.095388064049278,62.46,Documentation,Medium,1.34,1.25
2022-08-09,E123,Team C,5,9.773595324914359,69.09,Database Optimization,High,0.86,3.77
2022-08-09,E124,Team C,3,6.109082726276017,95.38,System Maintenance,Low,1.48,1.33
2022-08-09,E125,Team A,5,8.27419420143263,73.8,User Support,Low,2.14,2.92
2022-08-09,E126,Team A,10,6.326149666990817,69.97,Security Patching,Low,1.6,3.32
2022-08-09,E127,Team B,7,9.662221945927458,75.22,Bug Fix,Medium,0.27,1.54
2022-08-10,E123,Team D,1,8.006457406580296,77.24,Code Review,Low,0.97,1.58
2022-08-10,E124,Team B,4,7.438524535978708,87.19,System Maintenance,Low,0.3,2.25
2022-08-10,E125,Team C,10,9.541792571147043,67.93,Security Patching,High,1.65,0.1
2022-08-10,E126,Team A,5,7.337789707343656,81.02,Testing,High,2.38,3.47
2022-08-10,E127,Team D,7,7.517021590752605,79.35,Documentation,High,1.79,3.52
2022-08-11,E123,Team B,3,9.542986266299216,61.69,Security Patching,High,1.36,1.71
2022-08-11,E124,Team B,10,7.1831322953712995,64.72,Testing,High,2.57,2.9
2022-08-11,E125,Team A,3,8.437287229297148,89.01,Bug Fix,Low,1.76,0.61
2022-08-11,E126,Team D,2,8.802320896798356,86.8,Code Review,Low,1.66,1.2
2022-08-11,E127,Team A,3,8.688420449589316,98.11,Deployment,High,2.19,0.72
2022-08-12,E123,Team C,9,6.0181252484574,70.7,User Support,Low,2.58,3.02
2022-08-12,E124,Team B,5,6.05470137948369,92.86,User Support,High,0.58,0.47
2022-08-12,E125,Team C,5,8.704447848327316,84.33,Bug Fix,Low,0.27,2.56
2022-08-12,E126,Team B,1,8.326087023098143,69.76,Bug Fix,Medium,2.13,3.08
2022-08-12,E127,Team D,1,6.207672500113377,69.22,Code Review,Low,1.78,1.97
2022-08-13,E123,Team B,1,7.535200955635794,83.23,Security Patching,High,2.34,2.17
2022-08-13,E124,Team D,1,8.193388758119259,63.67,Deployment,Low,0.96,3.68
2022-08-13,E125,Team B,6,9.738740641367384,84.33,Feature Development,Low,1.81,0.05
2022-08-13,E126,Team C,1,9.267056031572782,81.43,Testing,High,0.98,2.62
2022-08-13,E127,Team D,10,8.888498168285007,94.88,Documentation,Medium,0.49,0.75
2022-08-14,E123,Team D,10,8.86502597654772,63.72,Code Review,High,0.83,2.56
2022-08-14,E124,Team B,10,6.080269086532998,89.28,Documentation,Medium,1.13,3.59
2022-08-14,E125,Team A,5,9.819970387393825,70.45,Bug Fix,Medium,1.66,2.37
2022-08-14,E126,Team C,9,8.5255428462494,90.69,Code Review,Low,1.72,3.71
2022-08-14,E127,Team A,7,6.926467665332478,80.72,Security Patching,Medium,1.73,1.86
2022-08-15,E123,Team A,6,6.938369312934442,75.88,Code Review,High,1.97,2.95
2022-08-15,E124,Team C,8,7.714849985163971,94.25,System Maintenance,Medium,1.85,1.56
2022-08-15,E125,Team D,3,7.3842065401856445,77.19,User Support,Medium,2.49,1.06
2022-08-15,E126,Team C,1,8.274400008859299,86.06,Documentation,Low,2.57,3.92
2022-08-15,E127,Team B,6,7.4400897392999745,86.7,Deployment,High,0.56,3.0
2022-08-16,E123,Team D,10,7.298990039102867,85.81,Security Patching,Medium,0.18,0.68
2022-08-16,E124,Team A,5,6.569103436453776,73.56,Security Patching,Medium,1.71,1.25
2022-08-16,E125,Team C,7,7.948650907363007,64.07,Database Optimization,Medium,1.23,1.65
2022-08-16,E126,Team A,6,9.027150370682065,61.39,Testing,Medium,0.74,0.92
2022-08-16,E127,Team B,9,6.772887888844918,66.83,User Support,Medium,0.54,3.1
2022-08-17,E123,Team A,5,9.270334612461413,80.17,Feature Development,Low,0.36,3.79
2022-08-17,E124,Team D,8,9.787301266103913,75.62,Testing,Low,2.66,1.21
2022-08-17,E125,Team C,6,9.783641073878819,62.3,Security Patching,High,2.2,0.64
2022-08-17,E126,Team B,2,8.869288966275093,96.34,Documentation,Medium,2.93,0.21
2022-08-17,E127,Team D,8,7.634168013472407,97.44,Feature Development,High,0.77,2.58
2022-08-18,E123,Team C,2,7.425417651887069,68.74,Documentation,Low,2.27,1.52
2022-08-18,E124,Team C,3,9.747227500545652,71.43,Testing,Low,2.13,2.67
2022-08-18,E125,Team D,9,6.133723142685593,66.08,Deployment,High,1.75,2.12
2022-08-18,E126,Team A,4,6.475469928522031,92.8,Testing,High,1.05,3.35
2022-08-18,E127,Team B,1,9.242735312162132,87.15,User Support,Low,2.08,0.16
2022-08-19,E123,Team D,1,8.630175515287368,93.15,Code Review,Medium,1.47,0.22
2022-08-19,E124,Team B,1,9.392701606595523,83.55,Code Review,High,0.65,2.38
2022-08-19,E125,Team C,2,7.081506816074242,63.48,Feature Development,Low,1.81,2.58
2022-08-19,E126,Team B,6,8.441131729791108,93.58,Testing,High,2.25,2.33
2022-08-19,E127,Team B,3,7.469476925873605,90.62,Code Review,Low,0.7,3.68
2022-08-20,E123,Team D,5,7.876486138155082,66.66,User Support,High,0.01,1.14
2022-08-20,E124,Team C,1,9.44760069951421,88.95,Feature Development,High,0.72,1.49
2022-08-20,E125,Team B,7,7.23638793847139,82.06,Security Patching,High,1.25,2.3
2022-08-20,E126,Team A,2,6.079552505031179,88.2,Database Optimization,Low,2.82,0.98
2022-08-20,E127,Team C,4,7.567903172377175,99.71,Security Patching,High,0.24,3.93
2022-08-21,E123,Team B,9,6.205326610467797,69.63,System Maintenance,Medium,0.39,3.87
2022-08-21,E124,Team A,7,6.4577271001503105,69.84,User Support,Low,2.18,1.91
2022-08-21,E125,Team A,1,7.935739565427687,70.4,Bug Fix,Medium,2.8,3.25
2022-08-21,E126,Team A,10,7.134418724171728,90.81,Documentation,Low,2.2,2.45
2022-08-21,E127,Team D,5,6.371458769352834,76.45,Database Optimization,Medium,2.51,3.33
2022-08-22,E123,Team D,8,7.405098580284587,80.7,Code Review,Low,1.99,2.86
2022-08-22,E124,Team C,7,9.526295929136634,63.86,Deployment,High,2.69,1.07
2022-08-22,E125,Team C,3,8.64602553890186,90.97,Testing,Low,2.57,1.18
2022-08-22,E126,Team B,7,7.008378069188265,73.72,Code Review,High,1.53,1.16
2022-08-22,E127,Team C,2,8.161970276710921,92.41,Bug Fix,Low,0.6,0.62
2022-08-23,E123,Team C,9,8.222931107634372,93.69,Feature Development,Medium,0.18,0.29
2022-08-23,E124,Team D,5,7.785737472018889,82.8,Code Review,Low,0.73,3.48
2022-08-23,E125,Team C,7,9.863780295124199,98.42,System Maintenance,Medium,0.53,3.8
2022-08-23,E126,Team D,9,9.297930950485725,89.5,System Maintenance,Low,1.16,3.58
2022-08-23,E127,Team C,2,8.245494859658441,68.63,Feature Development,High,2.8,3.72
2022-08-24,E123,Team B,8,6.210674184020145,67.07,Documentation,High,0.88,3.85
2022-08-24,E124,Team D,9,7.507123699017232,67.76,Code Review,High,2.32,1.73
2022-08-24,E125,Team C,8,6.267545373984462,83.05,Database Optimization,Low,1.11,2.61
2022-08-24,E126,Team A,4,8.484278717118393,96.9,Database Optimization,Medium,2.74,0.45
2022-08-24,E127,Team A,10,6.269119124955626,85.38,Deployment,Low,0.57,0.73
2022-08-25,E123,Team C,6,8.389498389008553,68.78,Bug Fix,Low,2.15,3.5
2022-08-25,E124,Team C,7,6.541472708275952,93.9,Security Patching,Medium,0.52,1.17
2022-08-25,E125,Team A,5,6.63213429038823,85.4,Deployment,Low,0.5,1.81
2022-08-25,E126,Team A,9,9.353681749921472,81.02,Testing,High,2.56,3.07
2022-08-25,E127,Team A,5,9.522534921613218,82.58,Feature Development,Medium,2.83,3.05
2022-08-26,E123,Team A,10,9.177654280777176,69.49,System Maintenance,Medium,2.86,1.01
2022-08-26,E124,Team D,10,9.725642297131609,99.87,Testing,Medium,1.8,0.55
2022-08-26,E125,Team C,6,6.151301781875535,73.24,Testing,Medium,0.04,2.06
2022-08-26,E126,Team D,2,6.4865230256223505,61.91,Documentation,High,1.9,2.58
2022-08-26,E127,Team B,8,9.55903677616554,73.33,Code Review,Low,1.04,1.03
2022-08-27,E123,Team C,10,7.303609958034603,93.52,Feature Development,High,2.08,2.8
2022-08-27,E124,Team D,1,8.549932935936585,74.06,User Support,Medium,2.14,2.6
2022-08-27,E125,Team C,3,7.93036624776181,96.77,Documentation,Medium,2.09,1.49
2022-08-27,E126,Team A,10,7.941088697627125,68.97,Bug Fix,Low,2.48,3.15
2022-08-27,E127,Team D,6,8.35668370055552,77.05,User Support,High,1.13,3.59
2022-08-28,E123,Team C,4,7.838100284254705,61.66,Documentation,High,0.99,1.24
2022-08-28,E124,Team C,6,8.330767988029606,88.31,Documentation,Medium,1.86,0.06
2022-08-28,E125,Team B,4,7.851130584181706,87.67,Feature Development,Medium,2.44,1.84
2022-08-28,E126,Team B,1,9.809421552310223,91.94,Bug Fix,Medium,2.97,0.39
2022-08-28,E127,Team A,8,6.98224114940113,70.29,User Support,Low,1.76,1.91
2022-08-29,E123,Team B,3,9.987582963010931,96.4,Bug Fix,Low,0.64,1.36
2022-08-29,E124,Team B,3,9.93038455862385,87.74,Documentation,Medium,2.64,2.97
2022-08-29,E125,Team A,4,6.607831947554196,62.97,Deployment,High,0.01,3.99
2022-08-29,E126,Team A,4,6.9933435835985645,93.11,Deployment,Low,0.32,0.28
2022-08-29,E127,Team A,2,8.702430837456584,69.38,Deployment,Medium,1.25,0.34
2022-08-30,E123,Team C,5,7.118635183060913,66.33,Bug Fix,Low,0.07,0.89
2022-08-30,E124,Team D,4,8.006190098720484,82.78,Bug Fix,Medium,1.01,2.31
2022-08-30,E125,Team A,9,8.262789404332477,73.76,User Support,High,2.54,1.3
2022-08-30,E126,Team B,6,6.713038564170407,81.87,Code Review,Medium,1.33,0.83
2022-08-30,E127,Team B,3,7.159293538458045,61.24,Code Review,Low,1.63,3.67
2022-08-31,E123,Team B,4,8.128360567087311,65.66,Testing,Medium,0.33,1.22
2022-08-31,E124,Team C,2,6.102315075637569,91.28,User Support,Low,1.87,2.16
2022-08-31,E125,Team B,4,8.893619650020876,99.68,Security Patching,Medium,1.74,1.85
2022-08-31,E126,Team D,5,7.5550321187273175,90.71,Testing,Medium,2.83,3.86
2022-08-31,E127,Team A,5,9.529315797741878,82.86,Deployment,Medium,0.55,0.02
2022-09-01,E123,Team D,3,9.363751233199178,85.45,Testing,High,0.77,3.56
2022-09-01,E124,Team D,10,6.151178015852661,71.59,Documentation,Low,1.15,0.38
2022-09-01,E125,Team B,3,9.353605573642085,61.81,Bug Fix,High,2.5,2.24
2022-09-01,E126,Team C,5,8.092899612427392,90.36,Bug Fix,Low,2.88,0.22
2022-09-01,E127,Team C,6,6.738727461094857,76.43,Code Review,High,2.05,1.84
2022-09-02,E123,Team A,2,6.036563820925066,81.11,Database Optimization,Medium,1.19,0.91
2022-09-02,E124,Team A,1,8.682100710064034,98.41,Deployment,High,2.96,1.69
2022-09-02,E125,Team B,9,6.6538830373479705,77.29,Security Patching,Medium,2.43,0.71
2022-09-02,E126,Team A,8,8.720979213872987,81.37,Code Review,Low,1.29,1.74
2022-09-02,E127,Team B,9,7.577718740482039,83.98,Database Optimization,High,0.25,1.78
2022-09-03,E123,Team B,2,7.585858319491539,94.33,Testing,Medium,2.43,3.16
2022-09-03,E124,Team C,7,6.482779904034357,69.76,Feature Development,Medium,2.27,3.53
2022-09-03,E125,Team C,8,7.376001906856653,98.86,User Support,Medium,0.25,2.67
2022-09-03,E126,Team B,3,7.520051705037306,90.87,System Maintenance,High,0.24,0.91
2022-09-03,E127,Team D,9,6.5272644860456595,94.77,System Maintenance,Low,2.79,0.19
2022-09-04,E123,Team C,3,8.878001175620888,94.29,Security Patching,Low,0.4,2.44
2022-09-04,E124,Team A,6,9.093653589906086,85.29,Deployment,Medium,2.27,3.14
2022-09-04,E125,Team C,6,6.136351069515566,98.04,System Maintenance,Medium,2.34,1.51
2022-09-04,E126,Team C,7,9.380217265310801,64.3,User Support,Low,2.81,1.85
2022-09-04,E127,Team C,1,8.612922931529743,79.42,System Maintenance,Medium,0.94,0.22
2022-09-05,E123,Team B,4,6.98141579107004,68.61,Security Patching,High,2.36,2.23
2022-09-05,E124,Team D,3,9.389898600587747,93.93,Code Review,High,1.5,2.96
2022-09-05,E125,Team B,4,7.374112990756655,77.71,Bug Fix,Medium,2.53,0.01
2022-09-05,E126,Team C,2,7.917524418016534,95.87,System Maintenance,Low,2.05,2.31
2022-09-05,E127,Team C,2,9.426422134334937,85.73,Code Review,Medium,0.28,1.44
2022-09-06,E123,Team B,3,6.285761901667017,91.59,Database Optimization,High,2.24,1.2
2022-09-06,E124,Team D,9,7.384247966135886,86.95,Security Patching,Low,0.98,2.9
2022-09-06,E125,Team A,5,6.044576012314204,76.83,Code Review,Medium,0.24,2.62
2022-09-06,E126,Team D,1,8.24335754372814,76.34,Database Optimization,Low,2.19,2.65
2022-09-06,E127,Team C,8,6.146646161342363,73.06,Security Patching,Medium,2.22,3.13
2022-09-07,E123,Team A,10,8.351721342754834,86.51,Database Optimization,Medium,1.22,1.13
2022-09-07,E124,Team B,7,6.8040160453453105,71.18,System Maintenance,Low,2.31,1.19
2022-09-07,E125,Team D,10,8.481811288305533,94.63,Testing,Low,0.75,0.39
2022-09-07,E126,Team C,9,7.719745045194948,94.0,Bug Fix,High,2.58,3.07
2022-09-07,E127,Team A,7,6.651677719846457,98.51,Bug Fix,High,0.95,3.09
2022-09-08,E123,Team A,10,9.962817756349972,89.54,Documentation,High,2.23,2.37
2022-09-08,E124,Team C,4,9.445498007381776,85.86,Security Patching,High,1.5,1.01
2022-09-08,E125,Team A,8,6.017907930799803,89.25,Testing,Low,0.1,0.67
2022-09-08,E126,Team C,2,6.611472700865566,62.6,Documentation,High,1.57,0.9
2022-09-08,E127,Team D,6,6.905598397976041,92.06,System Maintenance,Medium,0.62,1.58
2022-09-09,E123,Team B,4,6.743558165778058,60.38,Code Review,Medium,0.97,3.44
2022-09-09,E124,Team C,10,8.230897632072185,63.02,Testing,Low,2.33,3.4
2022-09-09,E125,Team B,1,9.669357642394756,71.81,Bug Fix,Medium,0.68,2.69
2022-09-09,E126,Team C,9,7.4023746676317765,77.3,Deployment,High,0.38,3.01
2022-09-09,E127,Team D,9,9.609358977913606,79.21,Database Optimization,Medium,2.89,1.15
2022-09-10,E123,Team B,8,7.018544420948854,92.98,Testing,High,0.68,0.58
2022-09-10,E124,Team D,8,8.578007799921991,89.52,Database Optimization,High,0.55,2.02
2022-09-10,E125,Team C,6,8.517077114973073,76.92,Testing,Low,0.91,2.84
2022-09-10,E126,Team A,7,9.872398223372786,97.27,Documentation,Low,0.84,0.71
2022-09-10,E127,Team D,7,6.28845390954139,93.09,Bug Fix,Medium,2.27,2.53
2022-09-11,E123,Team C,4,7.006461092303503,90.31,User Support,Medium,0.76,1.06
2022-09-11,E124,Team D,7,7.335077337662444,90.86,Security Patching,Medium,0.13,1.89
2022-09-11,E125,Team D,6,6.771535142979632,87.31,Database Optimization,Medium,1.49,1.57
2022-09-11,E126,Team B,4,8.569593881543152,65.75,Feature Development,Low,2.05,2.37
2022-09-11,E127,Team D,5,6.608344865493818,68.53,Deployment,Low,0.46,1.5
2022-09-12,E123,Team D,2,7.974351519525991,80.15,Database Optimization,Low,2.09,2.35
2022-09-12,E124,Team D,3,8.137926480971124,96.1,Feature Development,High,1.79,2.97
2022-09-12,E125,Team A,5,9.882173265098215,98.85,Bug Fix,High,0.04,3.58
2022-09-12,E126,Team A,10,7.493266654424316,69.69,Database Optimization,High,1.62,2.39
2022-09-12,E127,Team A,9,8.090160753291652,74.17,Feature Development,Medium,1.47,1.42
2022-09-13,E123,Team A,5,7.377076379319818,88.84,Database Optimization,Medium,2.48,3.97
2022-09-13,E124,Team D,2,6.4936055076379375,85.67,Testing,Low,1.94,1.63
2022-09-13,E125,Team D,8,6.920792478927799,98.8,Code Review,Medium,2.92,2.14
2022-09-13,E126,Team D,9,6.762045563835973,95.92,Bug Fix,Medium,0.98,1.54
2022-09-13,E127,Team A,2,8.10209171649397,70.35,Testing,Low,0.89,1.77
2022-09-14,E123,Team C,9,7.60486829114808,89.46,Documentation,Medium,2.13,3.0
2022-09-14,E124,Team D,4,8.944717051598712,92.1,Database Optimization,High,0.92,0.96
2022-09-14,E125,Team D,3,6.865008467071324,64.5,Security Patching,High,0.07,3.4
2022-09-14,E126,Team D,3,8.852288638833903,66.32,Documentation,Medium,0.63,3.97
2022-09-14,E127,Team D,5,6.362544975187712,60.77,Bug Fix,High,2.17,0.52
2022-09-15,E123,Team D,10,7.63085330105252,79.23,User Support,Low,0.65,0.37
2022-09-15,E124,Team A,7,9.448629583968437,84.84,Testing,High,1.88,0.79
2022-09-15,E125,Team A,8,6.559201220389356,89.95,Code Review,Medium,0.7,1.9
2022-09-15,E126,Team C,7,6.128146307641826,89.4,Feature Development,High,0.99,3.27
2022-09-15,E127,Team A,10,7.0467621019953,71.0,Deployment,Low,1.07,0.37
2022-09-16,E123,Team D,9,7.298115838308432,98.63,Database Optimization,Medium,2.92,1.78
2022-09-16,E124,Team A,5,8.391358280904637,64.02,Testing,Medium,1.12,3.39
2022-09-16,E125,Team A,8,6.434094841164763,82.56,Testing,Low,0.34,0.68
2022-09-16,E126,Team A,5,7.557176103369468,66.56,Deployment,High,2.27,2.45
2022-09-16,E127,Team B,7,9.585303369835664,78.29,Security Patching,High,1.67,3.93
2022-09-17,E123,Team A,3,9.01204837410424,69.09,Feature Development,Medium,1.44,0.48
2022-09-17,E124,Team B,2,6.585233728541898,62.99,Bug Fix,Low,2.46,3.14
2022-09-17,E125,Team C,9,7.491248671078539,89.65,Testing,Low,0.21,2.7
2022-09-17,E126,Team C,4,9.107783162148351,78.27,Testing,High,0.84,1.04
2022-09-17,E127,Team C,7,9.556712754764979,77.32,Bug Fix,High,1.76,1.7
2022-09-18,E123,Team A,7,6.211904780689599,64.67,User Support,Medium,1.33,1.66
2022-09-18,E124,Team D,3,8.801677733898282,80.86,Database Optimization,High,2.64,2.22
2022-09-18,E125,Team C,6,8.49421880856101,66.63,User Support,Medium,0.47,2.79
2022-09-18,E126,Team B,6,8.75167303794671,85.41,Testing,Low,1.79,2.39
2022-09-18,E127,Team B,6,6.039355448511699,71.76,Code Review,Low,2.48,0.04
2022-09-19,E123,Team C,10,8.430973137611193,67.46,Deployment,High,1.56,0.26
2022-09-19,E124,Team C,9,6.8002982371595495,93.81,User Support,Medium,0.96,2.07
2022-09-19,E125,Team B,9,7.388174841067009,61.63,Code Review,Low,2.18,0.65
2022-09-19,E126,Team A,1,7.586696411745361,83.13,System Maintenance,High,2.47,2.98
2022-09-19,E127,Team A,5,7.635852303607887,71.22,Code Review,High,1.4,0.73
2022-09-20,E123,Team D,9,9.775928548610233,98.09,Bug Fix,Low,2.92,3.1
2022-09-20,E124,Team A,10,8.045486561232712,85.98,Documentation,High,1.73,0.65
2022-09-20,E125,Team B,3,9.315349252146529,69.66,Testing,High,1.67,1.64
2022-09-20,E126,Team B,7,8.878414272052877,71.9,Database Optimization,High,1.41,0.72
2022-09-20,E127,Team B,1,6.458951528079978,66.82,Database Optimization,Low,0.54,1.35
2022-09-21,E123,Team B,9,7.732962726459874,95.75,Testing,High,2.86,0.6
2022-09-21,E124,Team B,9,6.977947276908536,88.54,Bug Fix,Medium,2.43,2.97
2022-09-21,E125,Team C,8,9.376576146345638,76.91,Security Patching,Medium,2.75,2.71
2022-09-21,E126,Team B,5,8.315105247296973,68.83,Deployment,High,2.81,2.88
2022-09-21,E127,Team A,3,9.821878864571772,62.18,Database Optimization,Low,1.96,2.83
2022-09-22,E123,Team D,10,9.815315370134446,89.74,Code Review,High,1.94,1.61
2022-09-22,E124,Team C,8,7.514804481212602,71.6,Testing,High,0.48,0.58
2022-09-22,E125,Team C,8,6.102295524791641,95.27,Security Patching,Medium,2.18,1.86
2022-09-22,E126,Team A,9,8.722256898917784,70.09,Code Review,Medium,0.72,2.04
2022-09-22,E127,Team B,8,8.781311716982083,68.5,Code Review,Low,2.08,3.85
2022-09-23,E123,Team C,8,6.40604260036853,95.75,Deployment,Low,1.81,0.04
2022-09-23,E124,Team D,6,7.999721101062441,78.61,User Support,Low,2.2,2.3
2022-09-23,E125,Team C,5,9.067590294825132,82.31,Security Patching,Medium,3.0,0.84
2022-09-23,E126,Team A,3,8.70054948070553,61.59,Testing,High,0.5,3.2
2022-09-23,E127,Team B,5,6.928462341014937,74.67,System Maintenance,Low,1.62,0.11
2022-09-24,E123,Team C,6,8.370052574886543,82.48,Feature Development,Medium,2.45,2.34
2022-09-24,E124,Team C,4,7.673376324788279,79.37,User Support,Medium,0.09,1.95
2022-09-24,E125,Team A,9,9.431544916903595,81.14,Feature Development,Medium,0.44,3.44
2022-09-24,E126,Team C,10,9.661449756692038,97.37,Database Optimization,High,0.55,2.14
2022-09-24,E127,Team B,4,7.437894967894991,65.34,User Support,High,2.28,3.89
2022-09-25,E123,Team B,7,6.632296822905806,82.45,Documentation,Medium,2.92,1.75
2022-09-25,E124,Team B,6,9.741070408846326,95.63,Database Optimization,Medium,1.29,3.14
2022-09-25,E125,Team C,5,8.780980251428915,78.01,User Support,Medium,2.88,2.13
2022-09-25,E126,Team A,1,9.668081896985695,75.09,Testing,Medium,2.75,0.09
2022-09-25,E127,Team C,8,6.396925751435575,77.92,Code Review,High,2.49,2.54
2022-09-26,E123,Team C,6,9.213752315691229,64.68,User Support,Low,2.37,3.14
2022-09-26,E124,Team D,10,9.141264548252042,85.37,Feature Development,Medium,2.13,1.91
